protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
1	P39976	D-lactate dehydrogenase [cytochrome] 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DLD3 PE=1 SV=1	DLD3	64698.8	7.19327	0.0	87	566	22	9	10	11	9	126	3.36277e+07	3.0926e+07	2.66494e+07	2.41753e+07	3.5954e+07	2.74236e+07	2.54944e+07	2.57573e+07	212934.0	380365.0	1.0	0.91911	0.79357	0.716317	1.06895	0.815594	0.759287	0.763863	0.00594849	0.0110427	0.0	0.152702	0.187954	0.31328	0.149888	0.112562	0.161973	0.222304	0.017373	0.0207236
2	P39979	D-amino-acid N-acetyltransferase HPA3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HPA3 PE=1 SV=2	HPA3	21781.6	7.36105	0.00116212	50	155	7	4	1	5	4	126	2.19599e+07	2.17959e+07	2.08563e+07	1.60602e+07	2.41646e+07	1.89457e+07	1.86605e+07	1.66587e+07	470678.0	391849.0	1.0	0.992529	0.953268	0.731341	1.10039	0.862741	0.850844	0.758595	0.0199271	0.0178438	0.0	0.229754	0.257533	0.391717	0.384486	0.402361	0.176134	0.431234	0.0915252	0.071005
3	P25375	Saccharolysin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRD1 PE=1 SV=1	PRD1	95860.0	6.24699	0.00121065	52	217	5	5	1	4	4	126	1.029e+07	8.64793e+06	6.56431e+06	6.3483e+06	1.24409e+07	7.89929e+06	7.20512e+06	9.70256e+06	0.0	82988.0	1.0	0.840419	0.637929	0.616937	1.20903	0.767665	0.700204	0.942909	0.0	0.00806489	0.0	0.484337	0.347512	0.559198	0.317914	0.275155	0.335817	0.522071	0.0	0.0348598
4	P25374	Cysteine desulfurase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NFS1 PE=1 SV=2	NFS1	61420.6	7.21506	0.0	70	282	8	6	2	5	5	126	2.67769e+07	2.50396e+07	2.20506e+07	1.68304e+07	3.29028e+07	2.14701e+07	1.91892e+07	2.17343e+07	481530.0	229601.0	1.0	0.934332	0.823494	0.625724	1.22877	0.797285	0.714891	0.811682	0.0181555	0.00821837	0.0	0.272581	0.369412	0.372966	0.0873363	0.317654	0.286279	0.489189	0.0153081	0.0207336
5	P25376	General amino acid permease AGP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AGP1 PE=1 SV=3	AGP1	76441.2	6.30072	0.000686813	58	287	8	6	4	4	4	126	1.06315e+07	1.1692e+07	9.14282e+06	5.16694e+06	1.53892e+07	1.32071e+07	1.11057e+07	8.58898e+06	0.0	0.0	1.0	1.09975	0.859971	0.486001	1.44751	1.24226	1.0446	0.807877	0.0	0.0	0.0	0.547755	0.323481	0.188301	0.437734	0.472613	0.196317	0.300375	0.0	0.0
6	P25371	Probable ATP-dependent permease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADP1 PE=1 SV=2	ADP1	132559.0	6.87653	0.00134048	57	316	11	6	4	6	6	126	2.7856e+07	2.78101e+07	2.41527e+07	1.92887e+07	3.38218e+07	2.6797e+07	2.38042e+07	2.3343e+07	395624.0	87393.9	1.0	0.998441	0.868239	0.690729	1.21542	0.961983	0.856404	0.837614	0.0136594	0.00298086	0.0	0.181171	0.198089	0.150453	0.160278	0.155361	0.133273	0.21903	0.0212186	0.00981686
7	P25373	Glutaredoxin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GRX1 PE=1 SV=1	GRX1	14319.8	7.2826	0.0	84	285	7	5	2	4	4	126	1.57512e+07	1.32373e+07	1.08716e+07	1.19134e+07	1.41512e+07	8.78727e+06	9.3531e+06	1.26351e+07	516854.0	51603.9	1.0	0.840396	0.690203	0.756347	0.898421	0.557877	0.593801	0.802167	0.0328135	0.00327618	0.0	0.200074	0.195086	0.467082	0.30182	0.103865	0.185549	0.500645	0.0832064	0.00524946
8	P25372	Thioredoxin-3, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRX3 PE=1 SV=1	TRX3	17629.7	7.24113	0.0	75	167	4	3	0	3	3	126	1.9903e+07	1.87678e+07	1.67327e+07	1.25945e+07	1.86187e+07	1.14656e+07	1.07296e+07	1.11131e+07	206332.0	0.0	1.0	0.942965	0.840712	0.632796	0.935471	0.576071	0.539092	0.558361	0.0103669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	Q03048	Cofilin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COF1 PE=1 SV=1	COF1	18468.7	7.69467	0.0	138	411	20	6	10	9	5	126	2.87741e+07	2.37028e+07	2.08752e+07	1.83163e+07	2.7528e+07	1.95986e+07	1.92266e+07	2.09801e+07	0.0	108463.0	1.0	0.822496	0.725887	0.630848	0.953597	0.676856	0.668417	0.727581	0.0	0.00369434	0.0	0.169515	0.160614	0.224907	0.18219	0.225903	0.216958	0.200976	0.0	0.00946865
10	Q06567	ABC1 family protein MCP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MCP2 PE=1 SV=1	MCP2	76700.5	5.75077	0.00131406	56	97	3	2	1	2	2	126	778552.0	922847.0	836537.0	818579.0	1.03725e+06	707107.0	576169.0	936636.0	93629.4	0.0	1.0	1.18534	1.07448	1.05141	1.33228	0.908234	0.740052	1.20305	0.120261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
