protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
1	P30619	Protein transport protein SEC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC1 PE=1 SV=1	SEC1	97603.0	5.45573	0.0	44	44	3	1	2	1	1	126	516810.0	471313.0	773624.0	1.99196e+06	409062.0	576183.0	728268.0	1.32173e+06	177814.0	0.0	1.0	0.911966	1.49692	3.85434	0.791513	1.11488	1.40916	2.55748	0.344061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	P39976	D-lactate dehydrogenase [cytochrome] 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DLD3 PE=1 SV=1	DLD3	65189.5	5.96954	0.0	40	198	8	5	7	1	1	126	463000.0	362130.0	1.39672e+06	5.47811e+06	624147.0	886862.0	795967.0	3.39397e+06	86359.8	162922.0	1.0	0.782138	3.01667	11.8318	1.34805	1.91547	1.71915	7.33038	0.186522	0.351883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	P39979	D-amino-acid N-acetyltransferase HPA3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HPA3 PE=1 SV=2	HPA3	21965.9	6.86108	0.0	47	47	1	1	0	1	1	126	881308.0	2.31129e+06	9.12343e+06	2.06794e+07	1.01791e+06	1.80849e+06	5.9975e+06	1.50412e+07	0.0	161943.0	1.0	2.62257	10.3521	23.4645	1.155	2.05205	6.80522	17.0669	0.0	0.183753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	P25379	Catabolic L-serine/threonine dehydratase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CHA1 PE=1 SV=2	CHA1	46730.8	6.20734	0.00737826	26	26	1	1	0	1	1	126	2.01806e+06	5.86291e+06	8.77972e+06	9.35355e+06	2.10563e+06	3.66032e+06	3.5081e+06	4.09081e+06	73745.4	198390.0	1.0	2.90522	4.35058	4.63493	1.04339	1.81379	1.73836	2.0271	0.0365428	0.0983076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	P25375	Saccharolysin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRD1 PE=1 SV=1	PRD1	96531.0	6.46666	0.0	50	225	6	6	3	3	3	126	1.7732e+06	5.07849e+06	9.00629e+06	2.41094e+07	2.17017e+06	3.87533e+06	8.78601e+06	2.696e+07	135011.0	0.0	1.0	2.86403	5.07912	13.5965	1.22387	2.1855	4.95489	15.2041	0.0761398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	P25374	Cysteine desulfurase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NFS1 PE=1 SV=2	NFS1	61943.3	6.77853	0.0	86	249	6	5	2	4	4	126	3.79653e+06	5.58203e+06	1.31085e+07	3.39879e+07	4.68735e+06	5.2061e+06	8.48904e+06	1.68986e+07	406470.0	135777.0	1.0	1.4703	3.45275	8.95235	1.23464	1.37128	2.236	4.45107	0.107063	0.0357634	0.0	0.546649	2.022	6.52378	0.162661	0.232658	1.15699	3.51698	0.341076	0.133275
7	P25376	General amino acid permease AGP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AGP1 PE=1 SV=3	AGP1	76897.8	6.64711	0.0	46	105	3	3	0	3	3	126	3.16514e+06	1.31256e+07	2.07401e+07	2.87386e+07	4.72262e+06	1.24785e+07	1.62639e+07	2.27694e+07	446110.0	149682.0	1.0	4.14693	6.55268	9.07975	1.49207	3.94248	5.13845	7.19383	0.140945	0.0472907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	P25371	Probable ATP-dependent permease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADP1 PE=1 SV=2	ADP1	133422.0	6.3708	0.0	41	41	1	1	0	1	1	126	896573.0	1.33919e+06	2.29117e+06	6.83254e+06	1.24274e+06	1.21083e+06	2.02613e+06	6.57853e+06	0.0	113417.0	1.0	1.49368	2.55547	7.62073	1.3861	1.35051	2.25986	7.33742	0.0	0.1265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	P25373	Glutaredoxin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GRX1 PE=1 SV=1	GRX1	14413.9	6.87592	0.0	91	285	7	5	3	4	4	126	3.93247e+06	1.29549e+07	2.18939e+07	3.97419e+07	4.65178e+06	7.52224e+06	1.71635e+07	4.92639e+07	0.0	31418.1	1.0	3.29433	5.56746	10.1061	1.18291	1.91285	4.36455	12.5275	0.0	0.0079894	0.0	1.66967	4.01115	8.03027	0.336661	0.803722	2.58722	11.1137	0.0	0.019207
10	P25372	Thioredoxin-3, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRX3 PE=1 SV=1	TRX3	17783.9	6.53359	0.0	39	39	1	1	0	1	1	126	1.42426e+06	2.02422e+06	4.39244e+06	9.80057e+06	1.60916e+06	1.77868e+06	3.62388e+06	7.6184e+06	0.0	130816.0	1.0	1.42125	3.08402	6.88119	1.12983	1.24885	2.5444	5.34904	0.0	0.0918489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
