protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
1	P30619	Protein transport protein SEC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC1 PE=1 SV=1	SEC1	96775.9	6.91067	0.0	59	349	11	7	2	8	6	126	2.73394e+07	3.50667e+07	3.1465e+07	2.81522e+07	1.76945e+07	2.70919e+07	3.02168e+07	2.66347e+07	584415.0	30551.6	1.0	1.27906	1.14889	1.03181	0.647218	0.990927	1.10355	0.973164	0.0213954	0.0010692	0.0	0.33069	0.229773	0.372327	0.146828	0.156541	0.16189	0.277592	0.0223595	0.00339436
2	Q08726	GPN-loop GTPase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GPN2 PE=1 SV=1	GPN2	45311.4	6.85845	0.00172712	37	37	1	1	0	1	1	126	3.5876e+06	3.98108e+06	3.54199e+06	3.93505e+06	2.34643e+06	3.84381e+06	3.96336e+06	4.67736e+06	0.0	53493.9	1.0	1.10968	0.987287	1.09685	0.65404	1.07142	1.10474	1.30376	0.0	0.0149108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	P39976	D-lactate dehydrogenase [cytochrome] 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DLD3 PE=1 SV=1	DLD3	64698.8	7.30905	0.0	73	411	20	7	14	6	5	126	2.79912e+07	3.33418e+07	2.7731e+07	2.74419e+07	1.94586e+07	2.65436e+07	2.60585e+07	2.46258e+07	714069.0	407702.0	1.0	1.18787	0.992762	0.986915	0.695167	0.947671	0.93095	0.872802	0.0257117	0.0145653	0.0	0.244929	0.222001	0.344776	0.164306	0.17624	0.22573	0.296068	0.03107	0.0240024
4	P25379	Catabolic L-serine/threonine dehydratase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CHA1 PE=1 SV=2	CHA1	46378.3	6.82509	0.000339213	50	77	3	2	1	2	2	126	2.58091e+07	1.93033e+07	1.54059e+07	1.16498e+07	1.45832e+07	1.56425e+07	1.25289e+07	8.36832e+06	80624.7	0.0	1.0	0.747923	0.596917	0.451384	0.565039	0.606085	0.485446	0.324239	0.00312388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	P25378	Rheb-like protein RHB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RHB1 PE=1 SV=2	RHB1	26816.4	6.42029	0.00281215	34	34	1	1	0	1	1	126	2.87876e+06	2.95306e+06	2.85676e+06	2.93016e+06	1.67128e+06	2.64229e+06	2.35599e+06	2.77507e+06	0.0	0.0	1.0	1.02581	0.992358	1.01786	0.580555	0.917855	0.818405	0.963983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	P25375	Saccharolysin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRD1 PE=1 SV=1	PRD1	95860.0	7.5146	0.0	81	857	23	17	7	16	14	126	7.71143e+07	8.15577e+07	7.37449e+07	6.1862e+07	4.9634e+07	7.56347e+07	8.12502e+07	7.07694e+07	953231.0	367346.0	1.0	1.05731	0.955373	0.802548	0.643648	0.980992	1.05352	0.918322	0.0123491	0.00478489	0.0	0.106034	0.125951	0.18824	0.0743887	0.0983038	0.179202	0.0886841	0.0193993	0.0084512
7	P25374	Cysteine desulfurase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NFS1 PE=1 SV=2	NFS1	61420.6	7.55202	0.0	89	432	17	8	3	8	7	126	3.61557e+07	4.36049e+07	3.87737e+07	3.38226e+07	2.3136e+07	3.71539e+07	3.88039e+07	3.41981e+07	798933.0	407978.0	1.0	1.208	1.07351	0.935146	0.641128	1.02814	1.07202	0.94829	0.0225607	0.0112103	0.0	0.139042	0.158378	0.176716	0.108285	0.146713	0.120651	0.163073	0.0277705	0.0192227
8	P25376	General amino acid permease AGP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AGP1 PE=1 SV=3	AGP1	76441.2	6.50062	0.0	58	133	4	3	1	3	3	126	1.24674e+07	1.39675e+07	1.24885e+07	8.25769e+06	8.90574e+06	1.53221e+07	1.43008e+07	1.12202e+07	310712.0	39146.2	1.0	1.12032	1.00169	0.662345	0.714325	1.22897	1.14706	0.899969	0.0249221	0.0031399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	P25371	Probable ATP-dependent permease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADP1 PE=1 SV=2	ADP1	132559.0	7.26323	0.0	59	499	25	9	15	9	9	126	4.36408e+07	4.92528e+07	4.40013e+07	3.69812e+07	2.62017e+07	4.59634e+07	4.78221e+07	4.14773e+07	385666.0	152034.0	1.0	1.12895	1.00897	0.846277	0.601639	1.05329	1.09813	0.949634	0.00845089	0.0033874	0.0	0.160835	0.138955	0.0808958	0.0791957	0.1574	0.181153	0.0628099	0.0171827	0.00713657
10	P25373	Glutaredoxin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GRX1 PE=1 SV=1	GRX1	14319.8	8.02112	0.0	77	388	11	7	1	8	7	126	2.64559e+07	3.23274e+07	2.80344e+07	2.77522e+07	1.66203e+07	2.37159e+07	2.80297e+07	2.51844e+07	563739.0	603317.0	1.0	1.22225	1.05825	1.04626	0.625847	0.897183	1.05837	0.950816	0.0210839	0.0228575	0.0	0.251257	0.229822	0.205949	0.155287	0.169629	0.211546	0.186105	0.0361787	0.0333908
