protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
1	P39976	D-lactate dehydrogenase [cytochrome] 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DLD3 PE=1 SV=1	DLD3	64698.8	7.52358	0.0	59	522	37	10	22	15	10	126	1.85735e+08	1.66343e+08	1.49479e+08	1.49713e+08	1.14521e+08	1.19941e+08	1.39265e+08	9.44056e+07	2.08354e+06	361981.0	1.0	0.895639	0.801923	0.802559	0.618604	0.646343	0.747674	0.504675	0.011274	0.0018844	0.0	0.074811	0.125598	0.199505	0.0801519	0.0915695	0.117251	0.153429	0.0150201	0.00414629
2	P39979	D-amino-acid N-acetyltransferase HPA3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HPA3 PE=1 SV=2	HPA3	21781.6	7.86047	0.00894569	40	218	19	6	8	11	5	126	1.64323e+08	1.39704e+08	1.3488e+08	1.03141e+08	1.01835e+08	1.08597e+08	1.30959e+08	8.99966e+07	1.36338e+06	423085.0	1.0	0.851752	0.821176	0.628945	0.622157	0.663195	0.798347	0.551562	0.00806239	0.00247206	0.0	0.146289	0.0805901	0.0986392	0.118604	0.171116	0.0853038	0.141167	0.0124932	0.00721297
3	P25374	Cysteine desulfurase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NFS1 PE=1 SV=2	NFS1	61420.6	7.39568	0.0	82	215	9	4	1	6	4	126	6.32869e+07	5.47542e+07	4.88789e+07	3.95948e+07	3.45045e+07	3.41396e+07	4.53473e+07	2.96472e+07	438195.0	200216.0	1.0	0.862995	0.77135	0.626766	0.544917	0.539571	0.716535	0.469209	0.00692394	0.00306569	0.0	0.143494	0.114338	0.0913354	0.101804	0.0566917	0.0733332	0.0903487	0.0467768	0.0245934
4	P25376	General amino acid permease AGP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AGP1 PE=1 SV=3	AGP1	76441.2	6.51525	0.0	51	200	5	4	1	4	4	126	4.96881e+07	4.29823e+07	3.13391e+07	1.97103e+07	2.47117e+07	2.76149e+07	2.99848e+07	1.30428e+07	245144.0	30528.5	1.0	0.865043	0.630716	0.396682	0.497336	0.555764	0.603461	0.262493	0.00493365	0.000614403	0.0	0.258285	0.445862	0.668713	0.143129	0.241122	0.453758	0.270851	0.0175554	0.00539847
5	P25371	Probable ATP-dependent permease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADP1 PE=1 SV=2	ADP1	132559.0	6.9701	0.0	59	276	11	6	4	7	6	126	6.79905e+07	5.039e+07	5.1412e+07	4.28055e+07	4.33895e+07	4.68762e+07	5.39165e+07	3.63717e+07	1.04603e+06	345479.0	1.0	0.743618	0.759456	0.633482	0.64058	0.693556	0.798626	0.54066	0.0155058	0.00496133	0.0	0.258703	0.215139	0.232043	0.240791	0.385771	0.280387	0.332456	0.0259685	0.0121078
6	P25373	Glutaredoxin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GRX1 PE=1 SV=1	GRX1	14319.8	7.75267	0.0	63	100	6	2	2	3	2	126	6.37347e+07	5.05452e+07	4.68829e+07	5.68974e+07	4.1919e+07	4.33287e+07	5.03061e+07	3.40071e+07	1.19029e+06	568936.0	1.0	0.793056	0.735595	0.892723	0.657711	0.679829	0.789305	0.533573	0.0186757	0.00892664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7	P25372	Thioredoxin-3, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRX3 PE=1 SV=1	TRX3	17629.7	6.81566	0.0	52	120	4	3	2	2	2	126	1.69472e+07	1.44965e+07	1.34466e+07	1.24556e+07	1.21935e+07	1.44363e+07	1.3797e+07	8.52846e+06	125473.0	0.0	1.0	0.85539	0.793442	0.734964	0.719501	0.851842	0.814119	0.503237	0.00740374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	Q03048	Cofilin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COF1 PE=1 SV=1	COF1	18468.7	7.51627	0.0	74	174	11	3	3	8	3	126	8.0538e+07	6.6635e+07	5.3256e+07	5.78486e+07	4.52148e+07	4.28161e+07	4.81528e+07	2.92902e+07	356961.0	3490.05	1.0	0.827886	0.66144	0.722582	0.560453	0.529802	0.595178	0.360812	0.0046867	4.12178e-05	0.0	0.135763	0.139989	0.153722	0.130682	0.19532	0.185656	0.194257	0.019374	0.000310435
9	Q06567	ABC1 family protein MCP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MCP2 PE=1 SV=1	MCP2	76700.5	6.35363	0.0	54	172	5	4	1	4	4	126	1.62512e+07	1.24672e+07	1.29772e+07	1.11268e+07	9.46606e+06	9.1947e+06	1.05181e+07	7.33978e+06	580692.0	247952.0	1.0	0.767155	0.798539	0.684675	0.582484	0.565786	0.647218	0.451646	0.0357323	0.0152575	0.0	0.277268	0.296145	0.516021	0.277914	0.474308	0.335319	0.405674	0.102185	0.0332015
10	P38555|P51996	GTP-binding protein YPT31/YPT8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPT31 PE=1 SV=3|GTP-binding protein YPT32/YPT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPT32 PE=1 SV=3	YPT31|YPT32	27833.3|28571.9	6.22535	0.0	49	91	5	2	2	3	2	126	9.42151e+06	6.63807e+06	6.19759e+06	6.78728e+06	6.93623e+06	6.41209e+06	6.73538e+06	5.50496e+06	136498.0	72629.2	1.0	0.704566	0.657813	0.720403	0.736212	0.68058	0.714894	0.584297	0.0144879	0.00770887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11	Q00246	GTP-binding protein RHO4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RHO4 PE=1 SV=2	RHO4	36632.4	6.38731	0.0	69	107	2	2	0	2	2	126	2.81673e+07	1.42009e+07	1.35729e+07	1.07473e+07	1.73342e+07	1.18887e+07	1.39396e+07	1.1526e+07	371589.0	197347.0	1.0	0.504161	0.481869	0.381551	0.6154	0.422074	0.494884	0.409197	0.0131922	0.00700624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12	P40422	DNA-directed RNA polymerases I, II, and III subunit RPABC4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPC10 PE=1 SV=1	RPC10	9084.9	6.56607	0.0078534	41	77	2	2	0	2	2	126	1.90618e+07	1.83661e+07	1.25212e+07	1.51876e+07	1.06347e+07	9.94792e+06	1.18661e+07	9.44137e+06	239631.0	58561.4	1.0	0.963503	0.656871	0.796757	0.557904	0.521876	0.622504	0.495303	0.0125713	0.00307218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13	Q08749	Mitochondrial import inner membrane translocase subunit TIM18 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TIM18 PE=1 SV=2	TIM18	25280.7	6.81597	0.0	53	53	1	1	0	1	1	126	2.90703e+07	2.34069e+07	2.37112e+07	1.83069e+07	1.59919e+07	1.37828e+07	1.75901e+07	1.218e+07	0.0	0.0	1.0	0.805184	0.815651	0.629745	0.550112	0.474119	0.605089	0.418985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14	P21182	S-adenosylmethionine decarboxylase proenzyme OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SPE2 PE=1 SV=1	SPE2	54679.7	6.49411	0.000801282	48	48	2	1	1	1	1	126	1.04624e+07	7.89766e+06	6.30131e+06	5.75162e+06	5.09261e+06	5.40936e+06	6.81112e+06	4.37355e+06	105502.0	0.0	1.0	0.75486	0.60228	0.54974	0.486752	0.517027	0.651008	0.418025	0.0100839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15	P32263	Pyrroline-5-carboxylate reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRO3 PE=1 SV=1	PRO3	35553.1	7.46705	0.0	83	206	11	4	4	7	4	126	6.46832e+07	6.53026e+07	5.403e+07	5.38408e+07	5.58393e+07	5.28716e+07	5.72884e+07	3.91907e+07	488146.0	89334.7	1.0	1.0102	0.832941	0.83176	0.860908	0.817393	0.884913	0.605972	0.00743055	0.00134365	0.0	0.11142	0.169231	0.141212	0.229994	0.210205	0.163356	0.114856	0.0100009	0.00586096
16	P32916	Signal recognition particle receptor subunit alpha homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SRP101 PE=1 SV=2	SRP101	81838.1	6.89522	0.0	51	116	11	2	9	2	2	126	1.1025e+07	1.12441e+07	1.1754e+07	1.06476e+07	7.85058e+06	8.6583e+06	1.16139e+07	6.80873e+06	350905.0	7704.37	1.0	1.01987	1.06612	0.965767	0.712071	0.785334	1.05342	0.617572	0.0318281	0.00069881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17	P32911	Eukaryotic translation initiation factor eIF-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SUI1 PE=1 SV=1	SUI1	14939.2	6.91506	0.0	76	76	5	1	1	3	1	126	8.39008e+06	7.75399e+06	6.73751e+06	8.47656e+06	5.76908e+06	5.99409e+06	6.98093e+06	5.47816e+06	398191.0	157931.0	1.0	0.924185	0.803032	1.01031	0.687607	0.714426	0.832045	0.652932	0.0474598	0.0188235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18	Q04430	Pantothenate kinase CAB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CAB1 PE=1 SV=1	CAB1	45860.7	6.40619	0.019564	34	34	3	1	2	1	1	126	1.35897e+07	4.90199e+06	4.94104e+06	9.42904e+06	9.3173e+06	4.58506e+06	6.89532e+06	9.22393e+06	0.0	0.0	1.0	0.360715	0.363588	0.693839	0.685616	0.337393	0.507394	0.678746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19	Q04432	Glutathione-independent glyoxalase HSP31 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HSP31 PE=1 SV=1	HSP31	30981.8	6.26138	0.0	49	49	2	1	1	1	1	126	6.59691e+06	4.81806e+06	4.58491e+06	4.34951e+06	4.84421e+06	4.82397e+06	5.63349e+06	3.83899e+06	0.0	0.0	1.0	0.730351	0.695009	0.659324	0.734314	0.731246	0.853959	0.581937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	P04385	Galactokinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GAL1 PE=1 SV=4	GAL1	67413.8	7.32643	0.0060241	42	80	2	2	0	2	2	126	9.00625e+06	1.43562e+07	3.13892e+07	6.96367e+07	7.63568e+06	7.79838e+06	1.57828e+07	2.81076e+07	448285.0	156940.0	1.0	1.59402	3.48527	7.73203	0.847819	0.865885	1.75243	3.1209	0.0497749	0.0174257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21	P00549	Pyruvate kinase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC19 PE=1 SV=2	CDC19	63388.5	9.24302	0.0	105	1497	363	22	192	145	21	126	3.27311e+09	2.66382e+09	2.31539e+09	2.1448e+09	1.85359e+09	1.86383e+09	2.32298e+09	1.5306e+09	3.67342e+07	1.3882e+07	1.0	0.81411	0.707786	0.651739	0.566707	0.569514	0.709651	0.467649	0.0111488	0.00418932	0.0	0.0355477	0.0345044	0.114395	0.0392843	0.0457132	0.0313985	0.0360034	0.00856041	0.0034797
22	P25375	Saccharolysin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRD1 PE=1 SV=1	PRD1	95860.0	5.68132	0.0	50	50	1	1	0	1	1	126	2.08939e+06	1.6923e+06	1.58117e+06	1.24182e+06	1.62441e+06	1.24414e+06	1.60333e+06	1.17859e+06	0.0	0.0	1.0	0.809951	0.756761	0.594345	0.777456	0.595458	0.767366	0.564084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
