protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
1	P39976	D-lactate dehydrogenase [cytochrome] 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DLD3 PE=1 SV=1	DLD3	64698.8	7.14055	0.0	61	415	25	7	13	12	7	126	1.42339e+08	1.22986e+08	1.27034e+08	1.02585e+08	1.19977e+08	7.75257e+07	7.34583e+07	7.54338e+07	864243.0	631959.0	1.0	0.865493	0.894508	0.719794	0.842403	0.544522	0.516545	0.531802	0.00583957	0.00439597	0.0	0.131734	0.118019	0.133816	0.062919	0.0779653	0.0643056	0.0976885	0.017069	0.00678234
2	P25375	Saccharolysin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRD1 PE=1 SV=1	PRD1	95860.0	6.43673	0.000693481	51	166	6	4	2	4	4	126	1.92968e+07	1.48364e+07	1.46505e+07	1.53642e+07	1.68037e+07	1.10822e+07	9.35448e+06	1.4197e+07	0.0	120079.0	1.0	0.768851	0.759218	0.796201	0.8708	0.574301	0.484767	0.735716	0.0	0.00622273	0.0	0.258004	0.425373	0.766874	0.127953	0.184475	0.243692	0.430089	0.0	0.0223469
3	P25374	Cysteine desulfurase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NFS1 PE=1 SV=2	NFS1	61420.6	7.71921	0.0	95	303	14	6	3	9	4	126	8.4877e+07	5.77486e+07	6.08255e+07	4.48572e+07	6.49076e+07	3.64467e+07	3.46484e+07	3.99547e+07	467316.0	241786.0	1.0	0.681311	0.717703	0.535129	0.764335	0.429304	0.40891	0.471317	0.00568328	0.00287182	0.0	0.139821	0.115949	0.311155	0.0719307	0.0800871	0.0897385	0.164395	0.0269703	0.0150702
4	P25376	General amino acid permease AGP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AGP1 PE=1 SV=3	AGP1	76441.2	6.41884	0.000677507	50	100	4	2	2	2	2	126	3.23944e+07	2.81608e+07	2.11364e+07	7.86563e+06	2.2146e+07	1.50558e+07	1.14762e+07	7.84606e+06	184742.0	0.0	1.0	0.869308	0.652471	0.242808	0.683636	0.464766	0.354266	0.242204	0.00570288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	P25371	Probable ATP-dependent permease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADP1 PE=1 SV=2	ADP1	132559.0	7.18471	0.0	67	294	10	7	3	7	7	126	9.33041e+07	9.15636e+07	9.69581e+07	5.96593e+07	8.64702e+07	5.77545e+07	5.80208e+07	5.63433e+07	405664.0	144672.0	1.0	0.983648	1.03949	0.638336	0.929079	0.617754	0.62277	0.604879	0.00425274	0.00149957	0.0	0.135675	0.218009	0.261323	0.128443	0.241854	0.177567	0.193248	0.00778013	0.00447612
6	P25370	Good for full DBP5 activity protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GFD2 PE=4 SV=1	GFD2	75639.3	6.72083	0.000642261	48	48	2	1	1	1	1	126	8.23595e+06	7.44881e+06	8.41347e+06	7.18194e+06	8.14232e+06	5.58254e+06	4.76876e+06	5.52536e+06	197107.0	0.0	1.0	0.904426	1.02155	0.872023	0.988632	0.677826	0.579018	0.670882	0.0239325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7	P25373	Glutaredoxin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GRX1 PE=1 SV=1	GRX1	14319.8	7.58919	0.0	71	142	12	3	6	5	3	126	7.4701e+07	5.31789e+07	5.93394e+07	5.54761e+07	5.94637e+07	3.91337e+07	3.59356e+07	4.45943e+07	895082.0	1.355e+06	1.0	0.711891	0.79513	0.742643	0.796024	0.526292	0.481059	0.598597	0.0117802	0.018139	0.0	0.192821	0.240861	0.15781	0.185224	0.18145	0.207345	0.224442	0.0453017	0.0706031
8	P25372	Thioredoxin-3, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRX3 PE=1 SV=1	TRX3	17629.7	7.28217	0.0	71	178	5	3	1	3	3	126	3.56801e+07	3.07031e+07	3.44397e+07	2.06704e+07	3.08833e+07	1.93937e+07	1.79456e+07	2.06768e+07	499504.0	123362.0	1.0	0.860509	0.965235	0.579326	0.865562	0.543545	0.502958	0.579506	0.0139995	0.00345744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	Q03048	Cofilin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COF1 PE=1 SV=1	COF1	18468.7	7.4062	0.0	69	172	10	3	2	8	3	126	1.00581e+08	7.0324e+07	8.71317e+07	6.26084e+07	7.71379e+07	4.31366e+07	4.19988e+07	4.30446e+07	638355.0	316571.0	1.0	0.695901	0.865858	0.622942	0.76426	0.428832	0.417057	0.427936	0.00612277	0.00305376	0.0	0.230613	0.167953	0.115024	0.18975	0.122721	0.0840344	0.130818	0.0220421	0.0133875
10	Q06567	ABC1 family protein MCP2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MCP2 PE=1 SV=1	MCP2	76700.5	6.66715	0.000809062	56	176	5	4	1	4	4	126	2.60771e+07	2.16956e+07	2.52337e+07	1.68252e+07	1.8551e+07	1.20634e+07	1.20874e+07	1.36482e+07	171293.0	50022.6	1.0	0.831977	0.967657	0.645209	0.711389	0.462603	0.463524	0.523378	0.0065687	0.00191825	0.0	0.319798	0.254428	0.560614	0.185685	0.345371	0.2871	0.468273	0.0168087	0.00490863
