protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
1	P39979	D-amino-acid N-acetyltransferase HPA3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HPA3 PE=1 SV=2	HPA3	21781.6	6.46686	0.00365497	37	37	2	1	1	1	1	126	4.22401e+06	3.25091e+06	3.34484e+06	2.05782e+06	3.77585e+06	2.45708e+06	3.28297e+06	3.79768e+06	121090.0	138623.0	1.0	0.769626	0.791864	0.487173	0.893901	0.581694	0.777217	0.89907	0.0286671	0.0328179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	P25376	General amino acid permease AGP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AGP1 PE=1 SV=3	AGP1	76441.2	5.90602	0.0	55	98	3	2	0	3	2	126	3.88646e+06	5.39257e+06	5.60468e+06	2.42825e+06	6.04123e+06	6.48544e+06	6.20029e+06	4.41708e+06	0.0	0.0	1.0	1.38753	1.4421	0.624799	1.55443	1.66873	1.59536	1.13653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	P25371	Probable ATP-dependent permease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADP1 PE=1 SV=2	ADP1	132559.0	6.19512	0.0	65	109	2	2	0	2	2	126	5.73501e+06	7.26645e+06	7.09987e+06	4.31357e+06	8.41168e+06	7.83773e+06	7.02628e+06	5.64112e+06	0.0	0.0	1.0	1.26703	1.23799	0.752147	1.46673	1.36665	1.22516	0.983629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	P25373	Glutaredoxin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GRX1 PE=1 SV=1	GRX1	14319.8	6.43372	0.0	62	103	2	2	0	2	2	126	1.88842e+06	1.71195e+06	2.2807e+06	1.29616e+06	2.04803e+06	1.79939e+06	1.7685e+06	1.82097e+06	0.0	0.0	1.0	0.906552	1.20773	0.686371	1.08452	0.952856	0.936496	0.964282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	P25372	Thioredoxin-3, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRX3 PE=1 SV=1	TRX3	17629.7	6.18481	0.0	62	154	4	3	0	3	3	126	1.0013e+07	8.37567e+06	7.71797e+06	4.68993e+06	1.06516e+07	7.44452e+06	7.14647e+06	5.97108e+06	278944.0	0.0	1.0	0.836478	0.770794	0.468383	1.06378	0.743484	0.713718	0.596332	0.0278581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6	Q03048	Cofilin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COF1 PE=1 SV=1	COF1	18468.7	6.10681	0.0	73	174	6	3	4	2	2	126	2.72919e+06	3.00279e+06	3.14872e+06	2.24822e+06	3.87952e+06	3.31262e+06	2.95013e+06	3.00674e+06	81507.2	0.0	1.0	1.10025	1.15372	0.823768	1.42149	1.21378	1.08096	1.1017	0.029865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7	P43611	Outer spore wall protein 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=OSW7 PE=1 SV=1	OSW7	67914.3	5.52383	0.0	52	138	3	3	0	3	3	126	3.42068e+06	3.66199e+06	2.71964e+06	1.95027e+06	4.53033e+06	3.78628e+06	3.34694e+06	2.56861e+06	175598.0	0.0	1.0	1.07054	0.795057	0.57014	1.32439	1.10688	0.978443	0.750906	0.0513342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8	P38555|P51996	GTP-binding protein YPT31/YPT8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPT31 PE=1 SV=3|GTP-binding protein YPT32/YPT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPT32 PE=1 SV=3	YPT31|YPT32	27833.3|28571.9	5.44984	0.000829876	42	42	1	1	0	1	1	126	1.06734e+06	959751.0	1.01089e+06	1.03449e+06	1.38856e+06	973333.0	1.26476e+06	1.10061e+06	0.0	0.0	1.0	0.899197	0.947106	0.969223	1.30095	0.911923	1.18496	1.03117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9	Q08746	Regulator of ribosome biosynthesis OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RRS1 PE=1 SV=1	RRS1	29136.5	6.63442	0.0	48	48	1	1	0	1	1	126	1.0094e+06	1.4157e+06	1.63828e+06	1.3064e+06	1.441e+06	1.4219e+06	1.58184e+06	1.31533e+06	176008.0	0.0	1.0	1.40252	1.62303	1.29424	1.42759	1.40867	1.56712	1.30309	0.174369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	P46784|Q08745	40S ribosomal protein S10-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS10B PE=1 SV=1|40S ribosomal protein S10-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS10A PE=1 SV=1	RPS10B|RPS10A	14793.0|14794.0	6.14363	0.0	50	50	1	1	0	1	1	126	2.3998e+06	2.11537e+06	2.03303e+06	1.3361e+06	2.3173e+06	2.40133e+06	1.82911e+06	2.40523e+06	91727.1	0.0	1.0	0.881479	0.847166	0.556758	0.965624	1.00064	0.762195	1.00226	0.0382228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
