protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
1	P30619	Protein transport protein SEC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC1 PE=1 SV=1	SEC1	96775.9	6.80323	0.0	92	265	12	5	3	5	5	126	5.74998e+07	5.92419e+07	5.19048e+07	4.20624e+07	4.88284e+07	4.48378e+07	4.35994e+07	3.66271e+07	382831.0	158071.0	1.0	1.03063	0.904845	0.732804	0.851215	0.779844	0.758252	0.636994	0.00665795	0.00258443	0.0	0.0930676	0.171228	0.296016	0.182095	0.110826	0.104574	0.137487	0.0375991	0.0235755
2	P39976	D-lactate dehydrogenase [cytochrome] 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DLD3 PE=1 SV=1	DLD3	64698.8	7.29609	0.0	70	552	28	9	14	14	9	126	2.03577e+08	1.9086e+08	2.02107e+08	1.8035e+08	1.98329e+08	1.82173e+08	1.67742e+08	1.31274e+08	1.72932e+06	463868.0	1.0	0.937796	0.992346	0.883489	0.973848	0.89359	0.822559	0.641428	0.00842886	0.00224688	0.0	0.0917936	0.1249	0.183361	0.0681544	0.128677	0.122431	0.170226	0.0123307	0.00385304
3	P39979	D-amino-acid N-acetyltransferase HPA3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HPA3 PE=1 SV=2	HPA3	21781.6	8.07006	0.0008726	44	247	14	7	5	7	5	126	2.05287e+08	1.82779e+08	1.76766e+08	1.27692e+08	1.74837e+08	1.60483e+08	1.59305e+08	1.11973e+08	907573.0	156610.0	1.0	0.889108	0.860233	0.622495	0.851369	0.781563	0.77567	0.545114	0.00436932	0.000754044	0.0	0.127306	0.176151	0.236058	0.0622357	0.123225	0.033191	0.0939474	0.0128486	0.00263053
4	P25375	Saccharolysin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRD1 PE=1 SV=1	PRD1	95860.0	7.76205	0.0	80	774	26	16	5	21	16	126	2.44362e+08	2.35293e+08	2.34936e+08	1.88208e+08	2.42251e+08	2.23328e+08	2.1795e+08	1.71473e+08	3.14351e+06	711016.0	1.0	0.964506	0.963126	0.771923	0.988093	0.911258	0.88887	0.701677	0.0126478	0.00290151	0.0	0.0973642	0.108956	0.177297	0.102662	0.157791	0.121068	0.134683	0.0122933	0.00381862
5	P25374	Cysteine desulfurase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NFS1 PE=1 SV=2	NFS1	61420.6	7.93441	0.0	87	409	19	8	5	13	6	126	1.09305e+08	9.69556e+07	9.58662e+07	7.30453e+07	1.01737e+08	8.57727e+07	7.77509e+07	5.84132e+07	1.40026e+06	357917.0	1.0	0.886142	0.878496	0.665915	0.932368	0.782632	0.710243	0.532829	0.0120369	0.00301848	0.0	0.099178	0.190448	0.163727	0.124649	0.13936	0.152219	0.170264	0.0402851	0.0141433
6	P25376	General amino acid permease AGP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AGP1 PE=1 SV=3	AGP1	76441.2	6.62453	0.00353635	38	73	2	2	0	2	2	126	1.75531e+07	1.92421e+07	1.42011e+07	9.4412e+06	1.45601e+07	1.69806e+07	1.30833e+07	7.27646e+06	8642.34	0.0	1.0	1.09622	0.809037	0.537864	0.829488	0.967382	0.745355	0.414539	0.000492353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7	P25371	Probable ATP-dependent permease OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADP1 PE=1 SV=2	ADP1	132559.0	7.37504	0.0	62	450	17	10	5	12	10	126	1.52879e+08	1.48104e+08	1.40164e+08	1.03093e+08	1.55299e+08	1.3811e+08	1.27295e+08	9.89211e+07	911513.0	188567.0	1.0	0.97131	0.919934	0.677913	1.01824	0.902936	0.833229	0.648754	0.00607391	0.00117407	0.0	0.181122	0.251922	0.253419	0.102522	0.124209	0.142713	0.157469	0.00994812	0.00384423
8	P25373	Glutaredoxin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GRX1 PE=1 SV=1	GRX1	14319.8	8.20633	0.0	89	261	13	5	6	7	5	126	1.28117e+08	1.00071e+08	1.02643e+08	8.7522e+07	1.18783e+08	9.20479e+07	9.14011e+07	6.86931e+07	852835.0	530737.0	1.0	0.782239	0.806766	0.683142	0.923286	0.713995	0.712953	0.534867	0.00638737	0.0041858	0.0	0.190165	0.19628	0.12576	0.192309	0.233881	0.10964	0.191036	0.0166907	0.00811834
9	P25372	Thioredoxin-3, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRX3 PE=1 SV=1	TRX3	17629.7	7.66651	0.000535906	53	136	4	3	0	4	3	126	4.66706e+07	4.30536e+07	4.67229e+07	3.33285e+07	4.71198e+07	4.06656e+07	3.92903e+07	2.89874e+07	579905.0	452562.0	1.0	0.922499	1.00112	0.714121	1.00962	0.871333	0.841864	0.621105	0.0124255	0.00969694	0.0	0.101258	0.0710599	0.198295	0.0802349	0.0627282	0.132634	0.153806	0.0285429	0.0320313
10	Q03048	Cofilin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COF1 PE=1 SV=1	COF1	18468.7	7.82915	0.0	118	348	23	5	12	11	5	126	1.12599e+08	1.08066e+08	1.15825e+08	9.40674e+07	1.13783e+08	9.94267e+07	9.06073e+07	6.53868e+07	1.50614e+06	890833.0	1.0	0.960595	1.02854	0.83715	1.01085	0.885904	0.805529	0.579492	0.0129515	0.00778081	0.0	0.17196	0.0925969	0.192337	0.198304	0.287073	0.140629	0.199989	0.0294933	0.0137518
